instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,casual_cost,registered,registered_cost,cnt,total_rev
7553,2011-11-16,4,0,11,7,0,3,1,3,0.46,0.4545,0.94,0.0,7,105,130,1300,137,1405
7554,2011-11-16,4,0,11,8,0,3,1,3,0.46,0.4545,0.94,0.0,9,135,223,2230,232,2365
7555,2011-11-16,4,0,11,9,0,3,1,3,0.46,0.4545,0.94,0.0,5,75,77,770,82,845
7556,2011-11-16,4,0,11,10,0,3,1,3,0.46,0.4545,0.94,0.0,4,60,32,320,36,380
7557,2011-11-16,4,0,11,11,0,3,1,3,0.46,0.4545,0.94,0.0896,7,105,53,530,60,635
7558,2011-11-16,4,0,11,12,0,3,1,3,0.46,0.4545,1.0,0.0,5,75,49,490,54,565
7559,2011-11-16,4,0,11,13,0,3,1,3,0.46,0.4545,0.94,0.1343,6,90,52,520,58,610
7560,2011-11-16,4,0,11,14,0,3,1,2,0.46,0.4545,1.0,0.1343,12,180,49,490,61,670
7561,2011-11-16,4,0,11,15,0,3,1,3,0.48,0.4697,0.94,0.1045,16,240,50,500,66,740
7562,2011-11-16,4,0,11,16,0,3,1,3,0.48,0.4697,0.94,0.1045,13,195,110,1100,123,1295
7563,2011-11-16,4,0,11,17,0,3,1,2,0.48,0.4697,0.88,0.194,17,255,216,2160,233,2415
7564,2011-11-16,4,0,11,18,0,3,1,3,0.46,0.4545,0.88,0.3881,13,195,176,1760,189,1955
7565,2011-11-16,4,0,11,19,0,3,1,3,0.46,0.4545,0.88,0.3881,3,45,108,1080,111,1125
7566,2011-11-16,4,0,11,20,0,3,1,3,0.44,0.4394,0.88,0.3881,5,75,94,940,99,1015
7567,2011-11-16,4,0,11,21,0,3,1,3,0.44,0.4394,0.88,0.2836,3,45,72,720,75,765
7568,2011-11-16,4,0,11,22,0,3,1,3,0.42,0.4242,0.88,0.2239,1,15,45,450,46,465
7569,2011-11-16,4,0,11,23,0,3,1,3,0.42,0.4242,0.88,0.1343,3,45,28,280,31,325
7570,2011-11-17,4,0,11,0,0,4,1,2,0.42,0.4242,0.88,0.2537,2,30,22,220,24,250
7571,2011-11-17,4,0,11,1,0,4,1,2,0.42,0.4242,0.82,0.1642,0,0,5,50,5,50
7572,2011-11-17,4,0,11,2,0,4,1,2,0.42,0.4242,0.82,0.2239,0,0,5,50,5,50
7573,2011-11-17,4,0,11,3,0,4,1,2,0.42,0.4242,0.77,0.3284,0,0,3,30,3,30
7574,2011-11-17,4,0,11,4,0,4,1,2,0.4,0.4091,0.62,0.4179,1,15,3,30,4,45
7575,2011-11-17,4,0,11,5,0,4,1,3,0.34,0.303,0.71,0.3284,1,15,21,210,22,225
7576,2011-11-17,4,0,11,6,0,4,1,3,0.36,0.3485,0.57,0.2239,3,45,72,720,75,765
7577,2011-11-17,4,0,11,7,0,4,1,3,0.34,0.3182,0.61,0.2836,4,60,164,1640,168,1700
7578,2011-11-17,4,0,11,8,0,4,1,3,0.34,0.303,0.61,0.2985,12,180,343,3430,355,3610
7579,2011-11-17,4,0,11,9,0,4,1,2,0.34,0.303,0.61,0.3284,14,210,184,1840,198,2050
7580,2011-11-17,4,0,11,10,0,4,1,2,0.34,0.303,0.61,0.3284,7,105,74,740,81,845
7581,2011-11-17,4,0,11,11,0,4,1,3,0.32,0.303,0.66,0.3284,4,60,93,930,97,990
7582,2011-11-17,4,0,11,12,0,4,1,2,0.34,0.303,0.53,0.2985,6,90,115,1150,121,1240
7583,2011-11-17,4,0,11,13,0,4,1,2,0.34,0.303,0.49,0.4478,15,225,109,1090,124,1315
7584,2011-11-17,4,0,11,14,0,4,1,2,0.34,0.303,0.49,0.3881,5,75,105,1050,110,1125
7585,2011-11-17,4,0,11,15,0,4,1,2,0.34,0.303,0.49,0.4478,10,150,106,1060,116,1210
7586,2011-11-17,4,0,11,16,0,4,1,1,0.32,0.2879,0.39,0.4179,8,120,187,1870,195,1990
7587,2011-11-17,4,0,11,17,0,4,1,1,0.32,0.2879,0.42,0.3881,20,300,379,3790,399,4090
7588,2011-11-17,4,0,11,18,0,4,1,1,0.32,0.3182,0.39,0.194,9,135,298,2980,307,3115
7589,2011-11-17,4,0,11,19,0,4,1,1,0.3,0.2879,0.45,0.2239,7,105,210,2100,217,2205
7590,2011-11-17,4,0,11,20,0,4,1,1,0.3,0.2879,0.42,0.2836,7,105,162,1620,169,1725
7591,2011-11-17,4,0,11,21,0,4,1,1,0.3,0.2879,0.42,0.2537,3,45,113,1130,116,1175
7592,2011-11-17,4,0,11,22,0,4,1,1,0.26,0.2424,0.52,0.2537,1,15,83,830,84,845
7593,2011-11-17,4,0,11,23,0,4,1,1,0.26,0.2576,0.52,0.2239,0,0,58,580,58,580
7594,2011-11-18,4,0,11,0,0,5,1,1,0.26,0.2576,0.48,0.1642,2,30,28,280,30,310
7595,2011-11-18,4,0,11,1,0,5,1,1,0.26,0.2273,0.44,0.3284,0,0,10,100,10,100
7596,2011-11-18,4,0,11,2,0,5,1,1,0.24,0.2273,0.44,0.2239,2,30,8,80,10,110
7597,2011-11-18,4,0,11,3,0,5,1,1,0.24,0.2121,0.41,0.2836,0,0,2,20,2,20
7598,2011-11-18,4,0,11,4,0,5,1,1,0.22,0.2273,0.44,0.1642,0,0,5,50,5,50
7599,2011-11-18,4,0,11,5,0,5,1,1,0.22,0.2273,0.44,0.1343,0,0,22,220,22,220
7600,2011-11-18,4,0,11,6,0,5,1,1,0.22,0.2576,0.44,0.0896,1,15,70,700,71,715
7601,2011-11-18,4,0,11,7,0,5,1,1,0.22,0.2273,0.44,0.1642,5,75,211,2110,216,2185
7602,2011-11-18,4,0,11,8,0,5,1,1,0.22,0.2273,0.44,0.194,6,90,369,3690,375,3780
7603,2011-11-18,4,0,11,9,0,5,1,1,0.26,0.2576,0.41,0.194,6,90,207,2070,213,2160
7604,2011-11-18,4,0,11,10,0,5,1,1,0.26,0.2424,0.41,0.2836,10,150,105,1050,115,1200
7605,2011-11-18,4,0,11,11,0,5,1,1,0.3,0.303,0.36,0.1343,18,270,122,1220,140,1490
7606,2011-11-18,4,0,11,12,0,5,1,1,0.32,0.3333,0.33,0.0,22,330,143,1430,165,1760
7607,2011-11-18,4,0,11,13,0,5,1,1,0.34,0.3182,0.31,0.2239,31,465,146,1460,177,1925
7608,2011-11-18,4,0,11,14,0,5,1,1,0.34,0.3333,0.31,0.1343,31,465,123,1230,154,1695
7609,2011-11-18,4,0,11,15,0,5,1,1,0.34,0.3333,0.29,0.1343,27,405,151,1510,178,1915
7610,2011-11-18,4,0,11,16,0,5,1,1,0.34,0.3333,0.29,0.1343,19,285,190,1900,209,2185
7611,2011-11-18,4,0,11,17,0,5,1,1,0.32,0.3333,0.31,0.1343,17,255,361,3610,378,3865
7612,2011-11-18,4,0,11,18,0,5,1,1,0.3,0.303,0.36,0.1642,16,240,312,3120,328,3360
7613,2011-11-18,4,0,11,19,0,5,1,1,0.28,0.2727,0.41,0.1642,7,105,183,1830,190,1935
7614,2011-11-18,4,0,11,20,0,5,1,1,0.28,0.2727,0.48,0.194,8,120,129,1290,137,1410
7615,2011-11-18,4,0,11,21,0,5,1,1,0.28,0.2727,0.48,0.1642,3,45,108,1080,111,1125
7616,2011-11-18,4,0,11,22,0,5,1,1,0.26,0.2727,0.52,0.1045,9,135,88,880,97,1015
7617,2011-11-18,4,0,11,23,0,5,1,1,0.26,0.2727,0.6,0.1343,5,75,54,540,59,615
7618,2011-11-19,4,0,11,0,0,6,0,1,0.26,0.2576,0.56,0.194,4,60,49,490,53,550
7619,2011-11-19,4,0,11,1,0,6,0,1,0.26,0.2273,0.52,0.2985,1,15,34,340,35,355
7620,2011-11-19,4,0,11,2,0,6,0,1,0.24,0.2424,0.56,0.1642,12,180,34,340,46,520
7621,2011-11-19,4,0,11,3,0,6,0,1,0.26,0.2424,0.48,0.2537,4,60,11,110,15,170
7622,2011-11-19,4,0,11,4,0,6,0,1,0.26,0.2273,0.48,0.3284,4,60,4,40,8,100
7623,2011-11-19,4,0,11,5,0,6,0,1,0.24,0.2273,0.56,0.2537,0,0,2,20,2,20
7624,2011-11-19,4,0,11,6,0,6,0,1,0.24,0.2121,0.6,0.3284,2,30,10,100,12,130
7625,2011-11-19,4,0,11,7,0,6,0,1,0.24,0.2273,0.6,0.2537,3,45,38,380,41,425
7626,2011-11-19,4,0,11,8,0,6,0,1,0.26,0.2424,0.56,0.2537,12,180,80,800,92,980
7627,2011-11-19,4,0,11,9,0,6,0,1,0.28,0.2576,0.52,0.2985,12,180,130,1300,142,1480
7628,2011-11-19,4,0,11,10,0,6,0,1,0.32,0.303,0.45,0.2537,35,525,165,1650,200,2175
7629,2011-11-19,4,0,11,11,0,6,0,1,0.36,0.3788,0.4,0.0,50,750,183,1830,233,2580
7630,2011-11-19,4,0,11,12,0,6,0,1,0.4,0.4091,0.35,0.2836,93,1395,218,2180,311,3575
7631,2011-11-19,4,0,11,13,0,6,0,1,0.42,0.4242,0.3,0.2836,118,1770,245,2450,363,4220
7632,2011-11-19,4,0,11,14,0,6,0,1,0.42,0.4242,0.32,0.2985,121,1815,228,2280,349,4095
7633,2011-11-19,4,0,11,15,0,6,0,1,0.42,0.4242,0.41,0.194,120,1800,262,2620,382,4420
7634,2011-11-19,4,0,11,16,0,6,0,1,0.42,0.4242,0.38,0.2985,99,1485,188,1880,287,3365
7635,2011-11-19,4,0,11,17,0,6,0,1,0.4,0.4091,0.4,0.194,61,915,171,1710,232,2625
7636,2011-11-19,4,0,11,18,0,6,0,1,0.38,0.3939,0.46,0.1343,36,540,172,1720,208,2260
7637,2011-11-19,4,0,11,19,0,6,0,2,0.34,0.3333,0.71,0.1343,33,495,149,1490,182,1985
7638,2011-11-19,4,0,11,20,0,6,0,2,0.36,0.3636,0.57,0.1045,48,720,115,1150,163,1870
7639,2011-11-19,4,0,11,21,0,6,0,2,0.36,0.3485,0.62,0.194,29,435,79,790,108,1225
7640,2011-11-19,4,0,11,22,0,6,0,2,0.38,0.3939,0.62,0.1642,26,390,80,800,106,1190
7641,2011-11-19,4,0,11,23,0,6,0,1,0.38,0.3939,0.62,0.2239,20,300,73,730,93,1030
7642,2011-11-20,4,0,11,0,0,0,0,1,0.38,0.3939,0.66,0.1642,14,210,79,790,93,1000
7643,2011-11-20,4,0,11,1,0,0,0,1,0.4,0.4091,0.62,0.2537,11,165,73,730,84,895
7644,2011-11-20,4,0,11,2,0,0,0,1,0.4,0.4091,0.62,0.2836,12,180,44,440,56,620
7645,2011-11-20,4,0,11,3,0,0,0,2,0.4,0.4091,0.66,0.2836,6,90,31,310,37,400
7646,2011-11-20,4,0,11,4,0,0,0,2,0.4,0.4091,0.71,0.2836,2,30,10,100,12,130
7647,2011-11-20,4,0,11,5,0,0,0,2,0.42,0.4242,0.67,0.2836,0,0,4,40,4,40
7648,2011-11-20,4,0,11,6,0,0,0,2,0.42,0.4242,0.67,0.2537,3,45,6,60,9,105
7649,2011-11-20,4,0,11,7,0,0,0,1,0.42,0.4242,0.67,0.2239,4,60,19,190,23,250
7650,2011-11-20,4,0,11,8,0,0,0,2,0.42,0.4242,0.71,0.2836,13,195,52,520,65,715
7651,2011-11-20,4,0,11,9,0,0,0,1,0.44,0.4394,0.72,0.1642,29,435,109,1090,138,1525
7652,2011-11-20,4,0,11,10,0,0,0,2,0.44,0.4394,0.72,0.1045,46,690,183,1830,229,2520
7653,2011-11-20,4,0,11,11,0,0,0,2,0.5,0.4848,0.63,0.1045,74,1110,212,2120,286,3230
7654,2011-11-20,4,0,11,12,0,0,0,2,0.5,0.4848,0.63,0.1343,70,1050,234,2340,304,3390
7655,2011-11-20,4,0,11,13,0,0,0,2,0.54,0.5152,0.6,0.194,84,1260,285,2850,369,4110
7656,2011-11-20,4,0,11,14,0,0,0,1,0.52,0.5,0.63,0.2537,113,1695,250,2500,363,4195
7657,2011-11-20,4,0,11,15,0,0,0,2,0.52,0.5,0.68,0.194,109,1635,242,2420,351,4055
7658,2011-11-20,4,0,11,16,0,0,0,2,0.52,0.5,0.63,0.1343,81,1215,225,2250,306,3465
7659,2011-11-20,4,0,11,17,0,0,0,2,0.52,0.5,0.63,0.194,35,525,168,1680,203,2205
7660,2011-11-20,4,0,11,18,0,0,0,2,0.54,0.5152,0.64,0.194,22,330,123,1230,145,1560
7661,2011-11-20,4,0,11,19,0,0,0,2,0.5,0.4848,0.72,0.1045,17,255,140,1400,157,1655
7662,2011-11-20,4,0,11,20,0,0,0,2,0.52,0.5,0.68,0.1045,23,345,90,900,113,1245
7663,2011-11-20,4,0,11,21,0,0,0,2,0.48,0.4697,0.77,0.0896,11,165,94,940,105,1105
7664,2011-11-20,4,0,11,22,0,0,0,3,0.46,0.4545,0.88,0.0896,5,75,35,350,40,425
7665,2011-11-20,4,0,11,23,0,0,0,3,0.46,0.4545,0.88,0.0896,3,45,25,250,28,295
7666,2011-11-21,4,0,11,0,0,1,1,2,0.46,0.4545,0.94,0.0,4,60,13,130,17,190
7667,2011-11-21,4,0,11,1,0,1,1,3,0.46,0.4545,0.94,0.194,4,60,8,80,12,140
7668,2011-11-21,4,0,11,2,0,1,1,3,0.44,0.4394,1.0,0.194,1,15,2,20,3,35
7669,2011-11-21,4,0,11,3,0,1,1,3,0.44,0.4394,1.0,0.1343,0,0,4,40,4,40
7670,2011-11-21,4,0,11,4,0,1,1,3,0.44,0.4394,1.0,0.1343,0,0,5,50,5,50
7671,2011-11-21,4,0,11,5,0,1,1,2,0.44,0.4394,1.0,0.0,0,0,20,200,20,200
7672,2011-11-21,4,0,11,6,0,1,1,2,0.42,0.4242,1.0,0.0,0,0,76,760,76,760
7673,2011-11-21,4,0,11,7,0,1,1,2,0.46,0.4545,0.94,0.1642,17,255,229,2290,246,2545
7674,2011-11-21,4,0,11,8,0,1,1,2,0.46,0.4545,0.94,0.0,13,195,378,3780,391,3975
7675,2011-11-21,4,0,11,9,0,1,1,2,0.48,0.4697,0.94,0.1045,15,225,222,2220,237,2445
7676,2011-11-21,4,0,11,10,0,1,1,2,0.52,0.5,0.83,0.0,25,375,110,1100,135,1475
7677,2011-11-21,4,0,11,11,0,1,1,2,0.52,0.5,0.83,0.1045,16,240,112,1120,128,1360
7678,2011-11-21,4,0,11,12,0,1,1,2,0.5,0.4848,0.77,0.1343,24,360,138,1380,162,1740
7679,2011-11-21,4,0,11,13,0,1,1,2,0.5,0.4848,0.77,0.1343,13,195,121,1210,134,1405
7680,2011-11-21,4,0,11,14,0,1,1,2,0.48,0.4697,0.82,0.194,14,210,121,1210,135,1420
7681,2011-11-21,4,0,11,15,0,1,1,3,0.44,0.4394,0.94,0.2239,15,225,93,930,108,1155
7682,2011-11-21,4,0,11,16,0,1,1,3,0.44,0.4394,0.94,0.2239,13,195,95,950,108,1145
7683,2011-11-21,4,0,11,17,0,1,1,3,0.42,0.4242,0.94,0.2985,10,150,200,2000,210,2150
7684,2011-11-21,4,0,11,18,0,1,1,3,0.42,0.4242,0.88,0.194,8,120,184,1840,192,1960
7685,2011-11-21,4,0,11,19,0,1,1,3,0.4,0.4091,0.94,0.194,2,30,135,1350,137,1380
7686,2011-11-21,4,0,11,20,0,1,1,3,0.4,0.4091,0.87,0.2239,5,75,75,750,80,825
7687,2011-11-21,4,0,11,21,0,1,1,3,0.4,0.4091,0.87,0.1642,11,165,103,1030,114,1195
7688,2011-11-21,4,0,11,22,0,1,1,3,0.4,0.4091,0.87,0.1343,6,90,72,720,78,810
7689,2011-11-21,4,0,11,23,0,1,1,3,0.4,0.4091,0.87,0.1642,4,60,29,290,33,350
7690,2011-11-22,4,0,11,0,0,2,1,3,0.38,0.3939,0.94,0.1045,0,0,14,140,14,140
7691,2011-11-22,4,0,11,1,0,2,1,3,0.4,0.4091,0.94,0.1343,1,15,5,50,6,65
7692,2011-11-22,4,0,11,2,0,2,1,3,0.38,0.3939,1.0,0.1045,2,30,4,40,6,70
7693,2011-11-22,4,0,11,3,0,2,1,3,0.38,0.3939,1.0,0.1045,1,15,2,20,3,35
7694,2011-11-22,4,0,11,4,0,2,1,3,0.38,0.3939,0.94,0.1642,0,0,7,70,7,70
7695,2011-11-22,4,0,11,5,0,2,1,3,0.38,0.3939,0.94,0.1642,1,15,17,170,18,185
7696,2011-11-22,4,0,11,6,0,2,1,2,0.38,0.3939,0.94,0.1045,1,15,63,630,64,645
7697,2011-11-22,4,0,11,7,0,2,1,3,0.38,0.3939,0.94,0.2239,2,30,119,1190,121,1220
7698,2011-11-22,4,0,11,8,0,2,1,3,0.38,0.3939,0.94,0.2239,5,75,185,1850,190,1925
7699,2011-11-22,4,0,11,9,0,2,1,3,0.4,0.4091,0.94,0.0,2,30,147,1470,149,1500
7700,2011-11-22,4,0,11,10,0,2,1,3,0.4,0.4091,0.94,0.0,6,90,46,460,52,550
7701,2011-11-22,4,0,11,11,0,2,1,3,0.4,0.4091,0.94,0.1343,4,60,28,280,32,340
7702,2011-11-22,4,0,11,12,0,2,1,3,0.4,0.4091,1.0,0.0896,3,45,18,180,21,225
7703,2011-11-22,4,0,11,13,0,2,1,3,0.42,0.4242,1.0,0.0896,4,60,22,220,26,280
7704,2011-11-22,4,0,11,14,0,2,1,3,0.42,0.4242,1.0,0.0896,4,60,31,310,35,370
7705,2011-11-22,4,0,11,15,0,2,1,3,0.44,0.4394,0.94,0.0,2,30,32,320,34,350
7706,2011-11-22,4,0,11,16,0,2,1,3,0.44,0.4394,0.94,0.0,3,45,59,590,62,635
7707,2011-11-22,4,0,11,17,0,2,1,3,0.44,0.4394,1.0,0.0896,4,60,161,1610,165,1670
7708,2011-11-22,4,0,11,18,0,2,1,3,0.44,0.4394,1.0,0.0,0,0,148,1480,148,1480
7709,2011-11-22,4,0,11,19,0,2,1,3,0.46,0.4545,0.94,0.1045,5,75,106,1060,111,1135
7710,2011-11-22,4,0,11,20,0,2,1,2,0.46,0.4545,1.0,0.2239,6,90,121,1210,127,1300
7711,2011-11-22,4,0,11,21,0,2,1,2,0.46,0.4545,1.0,0.2537,4,60,86,860,90,920
7712,2011-11-22,4,0,11,22,0,2,1,2,0.5,0.4848,0.94,0.194,6,90,81,810,87,900
7713,2011-11-22,4,0,11,23,0,2,1,2,0.48,0.4697,0.94,0.2537,3,45,36,360,39,405
7714,2011-11-23,4,0,11,0,0,3,1,2,0.48,0.4697,0.94,0.2537,2,30,14,140,16,170
7715,2011-11-23,4,0,11,1,0,3,1,2,0.48,0.4697,0.94,0.2985,0,0,8,80,8,80
7716,2011-11-23,4,0,11,2,0,3,1,3,0.5,0.4848,0.94,0.3582,1,15,5,50,6,65
7717,2011-11-23,4,0,11,3,0,3,1,3,0.5,0.4848,0.94,0.3582,1,15,2,20,3,35
7718,2011-11-23,4,0,11,4,0,3,1,3,0.52,0.5,0.88,0.3582,0,0,5,50,5,50
7719,2011-11-23,4,0,11,5,0,3,1,2,0.46,0.4545,0.94,0.194,1,15,16,160,17,175
7720,2011-11-23,4,0,11,6,0,3,1,2,0.44,0.4394,1.0,0.0,1,15,68,680,69,695
7721,2011-11-23,4,0,11,7,0,3,1,2,0.46,0.4545,1.0,0.0896,2,30,154,1540,156,1570
7722,2011-11-23,4,0,11,8,0,3,1,2,0.48,0.4697,0.94,0.1045,7,105,316,3160,323,3265
7723,2011-11-23,4,0,11,9,0,3,1,2,0.52,0.5,0.94,0.194,3,45,164,1640,167,1685
7724,2011-11-23,4,0,11,10,0,3,1,2,0.52,0.5,0.94,0.194,6,90,70,700,76,790
7725,2011-11-23,4,0,11,11,0,3,1,2,0.5,0.4848,0.72,0.4179,9,135,107,1070,116,1205
7726,2011-11-23,4,0,11,12,0,3,1,1,0.48,0.4697,0.55,0.4179,9,135,151,1510,160,1645
7727,2011-11-23,4,0,11,13,0,3,1,2,0.44,0.4394,0.54,0.4925,12,180,162,1620,174,1800
7728,2011-11-23,4,0,11,14,0,3,1,1,0.42,0.4242,0.54,0.4627,13,195,200,2000,213,2195
7729,2011-11-23,4,0,11,15,0,3,1,2,0.42,0.4242,0.54,0.4478,13,195,194,1940,207,2135
7730,2011-11-23,4,0,11,16,0,3,1,2,0.4,0.4091,0.62,0.4627,4,60,169,1690,173,1750
7731,2011-11-23,4,0,11,17,0,3,1,3,0.38,0.3939,0.71,0.3881,7,105,156,1560,163,1665
7732,2011-11-23,4,0,11,18,0,3,1,2,0.4,0.4091,0.58,0.5224,7,105,138,1380,145,1485
7733,2011-11-23,4,0,11,19,0,3,1,1,0.38,0.3939,0.58,0.3881,6,90,116,1160,122,1250
7734,2011-11-23,4,0,11,20,0,3,1,1,0.36,0.3333,0.62,0.3881,1,15,67,670,68,685
7735,2011-11-23,4,0,11,21,0,3,1,1,0.36,0.3182,0.57,0.4627,0,0,66,660,66,660
7736,2011-11-23,4,0,11,22,0,3,1,1,0.34,0.303,0.61,0.4478,3,45,59,590,62,635
7737,2011-11-23,4,0,11,23,0,3,1,1,0.34,0.303,0.61,0.3582,4,60,47,470,51,530
7738,2011-11-24,4,0,11,0,1,4,0,1,0.32,0.303,0.57,0.2239,1,15,22,220,23,235
7739,2011-11-24,4,0,11,1,1,4,0,1,0.32,0.2879,0.57,0.4179,1,15,23,230,24,245
7740,2011-11-24,4,0,11,2,1,4,0,1,0.3,0.2879,0.61,0.2836,3,45,19,190,22,235
7741,2011-11-24,4,0,11,3,1,4,0,1,0.28,0.2879,0.65,0.1343,1,15,4,40,5,55
7742,2011-11-24,4,0,11,4,1,4,0,1,0.3,0.3182,0.61,0.0896,1,15,1,10,2,25
7743,2011-11-24,4,0,11,5,1,4,0,1,0.3,0.3182,0.61,0.1045,1,15,10,100,11,115
7744,2011-11-24,4,0,11,6,1,4,0,1,0.3,0.3182,0.61,0.0896,1,15,5,50,6,65
7745,2011-11-24,4,0,11,7,1,4,0,1,0.26,0.2727,0.75,0.1045,9,135,31,310,40,445
7746,2011-11-24,4,0,11,8,1,4,0,1,0.3,0.3182,0.65,0.0896,4,60,42,420,46,480
7747,2011-11-24,4,0,11,9,1,4,0,1,0.34,0.3485,0.61,0.0,13,195,68,680,81,875
7748,2011-11-24,4,0,11,10,1,4,0,1,0.36,0.3788,0.57,0.0,34,510,64,640,98,1150
7749,2011-11-24,4,0,11,11,1,4,0,1,0.42,0.4242,0.41,0.2985,52,780,90,900,142,1680
7750,2011-11-24,4,0,11,12,1,4,0,1,0.46,0.4545,0.36,0.2239,62,930,88,880,150,1810
7751,2011-11-24,4,0,11,13,1,4,0,1,0.48,0.4697,0.33,0.2239,84,1260,91,910,175,2170
7752,2011-11-24,4,0,11,14,1,4,0,1,0.5,0.4848,0.31,0.2985,74,1110,94,940,168,2050
7753,2011-11-24,4,0,11,15,1,4,0,1,0.5,0.4848,0.31,0.2537,78,1170,71,710,149,1880
7754,2011-11-24,4,0,11,16,1,4,0,1,0.5,0.4848,0.34,0.2836,48,720,66,660,114,1380
7755,2011-11-24,4,0,11,17,1,4,0,1,0.48,0.4697,0.33,0.1045,34,510,40,400,74,910
7756,2011-11-24,4,0,11,18,1,4,0,1,0.42,0.4242,0.5,0.0896,13,195,24,240,37,435
7757,2011-11-24,4,0,11,19,1,4,0,1,0.4,0.4091,0.54,0.1045,15,225,13,130,28,355
7758,2011-11-24,4,0,11,20,1,4,0,1,0.36,0.3485,0.76,0.1642,14,210,17,170,31,380
7759,2011-11-24,4,0,11,21,1,4,0,1,0.36,0.3485,0.71,0.1642,7,105,19,190,26,295
7760,2011-11-24,4,0,11,22,1,4,0,1,0.36,0.3485,0.71,0.1642,8,120,14,140,22,260
7761,2011-11-24,4,0,11,23,1,4,0,1,0.34,0.3485,0.76,0.1045,2,30,19,190,21,220
7762,2011-11-25,4,0,11,0,0,5,1,1,0.34,0.3333,0.76,0.1642,7,105,22,220,29,325
7763,2011-11-25,4,0,11,1,0,5,1,1,0.34,0.3636,0.76,0.0,2,30,12,120,14,150
7764,2011-11-25,4,0,11,2,0,5,1,1,0.28,0.2879,0.81,0.1045,4,60,6,60,10,120
7765,2011-11-25,4,0,11,3,0,5,1,1,0.28,0.2879,0.75,0.1045,0,0,2,20,2,20
7766,2011-11-25,4,0,11,4,0,5,1,1,0.3,0.3182,0.75,0.1045,4,60,3,30,7,90
7767,2011-11-25,4,0,11,5,0,5,1,1,0.28,0.3182,0.75,0.0,2,30,3,30,5,60
7768,2011-11-25,4,0,11,6,0,5,1,1,0.26,0.2727,0.81,0.1045,4,60,9,90,13,150
7769,2011-11-25,4,0,11,7,0,5,1,1,0.26,0.303,0.81,0.0,4,60,31,310,35,370
7770,2011-11-25,4,0,11,8,0,5,1,1,0.26,0.2727,0.81,0.1343,6,90,68,680,74,770
7771,2011-11-25,4,0,11,9,0,5,1,1,0.32,0.3485,0.76,0.0,25,375,70,700,95,1075
7772,2011-11-25,4,0,11,10,0,5,1,1,0.36,0.3485,0.71,0.1642,60,900,82,820,142,1720
7773,2011-11-25,4,0,11,11,0,5,1,1,0.4,0.4091,0.66,0.1045,99,1485,127,1270,226,2755
7774,2011-11-25,4,0,11,12,0,5,1,1,0.46,0.4545,0.51,0.1045,126,1890,146,1460,272,3350
7775,2011-11-25,4,0,11,13,0,5,1,1,0.5,0.4848,0.45,0.2239,143,2145,140,1400,283,3545
7776,2011-11-25,4,0,11,14,0,5,1,1,0.52,0.5,0.39,0.2239,122,1830,150,1500,272,3330
7777,2011-11-25,4,0,11,15,0,5,1,1,0.52,0.5,0.36,0.194,165,2475,145,1450,310,3925
7778,2011-11-25,4,0,11,16,0,5,1,1,0.5,0.4848,0.39,0.1642,122,1830,139,1390,261,3220
7779,2011-11-25,4,0,11,17,0,5,1,1,0.5,0.4848,0.34,0.1045,57,855,127,1270,184,2125
7780,2011-11-25,4,0,11,18,0,5,1,1,0.46,0.4545,0.44,0.0896,45,675,108,1080,153,1755
7781,2011-11-25,4,0,11,19,0,5,1,1,0.42,0.4242,0.67,0.0,38,570,96,960,134,1530
7782,2011-11-25,4,0,11,20,0,5,1,1,0.4,0.4091,0.58,0.0896,19,285,76,760,95,1045
7783,2011-11-25,4,0,11,21,0,5,1,1,0.36,0.3788,0.71,0.0,24,360,61,610,85,970
7784,2011-11-25,4,0,11,22,0,5,1,1,0.34,0.3485,0.71,0.0896,12,180,46,460,58,640
7785,2011-11-25,4,0,11,23,0,5,1,1,0.34,0.3485,0.76,0.1045,5,75,28,280,33,355
7786,2011-11-26,4,0,11,0,0,6,0,1,0.34,0.3485,0.76,0.1045,9,135,38,380,47,515
7787,2011-11-26,4,0,11,1,0,6,0,1,0.32,0.3333,0.76,0.0896,5,75,24,240,29,315
7788,2011-11-26,4,0,11,2,0,6,0,1,0.3,0.3182,0.81,0.1045,3,45,20,200,23,245
7789,2011-11-26,4,0,11,3,0,6,0,1,0.3,0.3333,0.81,0.0,8,120,9,90,17,210
7790,2011-11-26,4,0,11,4,0,6,0,1,0.3,0.3333,0.81,0.0,0,0,4,40,4,40
7791,2011-11-26,4,0,11,5,0,6,0,1,0.3,0.3182,0.75,0.1045,0,0,3,30,3,30
7792,2011-11-26,4,0,11,6,0,6,0,2,0.3,0.3182,0.75,0.0896,2,30,8,80,10,110
7793,2011-11-26,4,0,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,4,60,13,130,17,190
7794,2011-11-26,4,0,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896,10,150,50,500,60,650
7795,2011-11-26,4,0,11,9,0,6,0,1,0.34,0.3485,0.76,0.0896,16,240,67,670,83,910
7796,2011-11-26,4,0,11,10,0,6,0,1,0.36,0.3788,0.81,0.0,57,855,84,840,141,1695
7797,2011-11-26,4,0,11,11,0,6,0,1,0.4,0.4091,0.62,0.1045,107,1605,123,1230,230,2835
